"28","서대문구 연희동 79-1 오모가리 김치찌게 주변","70.61","37.57166","126.934709"
"29","서대문구 연희동 613-4 대성빌라 주변","59.54","37.574591","126.927158"
"30","서대문구 연희동 711-5 다진에스디 주변","22.06","37.576114","126.928608"
"32","서대문구 홍은동 273-6 서울서부지방법원(서대문등기소) 주변","63.83","37.580316","126.933971"
"34","서대문구 남가좌동 347-2 대원빌딩 주변","138.07","37.577485","126.922432"
"35","서대문구 남가좌동 343-39 신한은행 바로바로코너 주변","140.09","37.578857","126.922899"
"36","서대문구 남가좌동 851-3 깨지책방 앞 주변","54.79","37.577336","126.920507"
"37","서대문구 남가좌동 352-27 간판(인테리어) 주변","41.69","37.57741","126.920855"
"38","서대문구 남가좌동 50-3 명지대 경비실 주변","307.09","37.579613","126.923987"
"39","서대문구 북가좌동 283-20 증가컴퓨터크리닝 주변","44.85","37.580524","126.915576"
"40","서대문구 북가좌동 289-5 연가부동산 주변","74.97","37.580175","126.915842"
"41","서대문구 북가좌2동 335-9 세양수산?산오징어 주변","92.55","37.585081","126.915065"
"42","서대문구 북가좌2동 351-2 대성철물전기 주변","95.25","37.58518","126.915212"
"43","서대문구 북가좌2동 330-19 오스카노래방 주변","51.04","37.583076","126.912387"
"46","서대문구 북가좌1동 392-34 샘터마트 주변","22.3","37.574563","126.905403"
"47","서대문구 북가좌1동 371-12 꼬망스 베이커리 주변","60.46","37.575067","126.905264"
"48","서대문구 북가좌1동 149-60 현대자동차 AS북가좌동지점 주변","25.64","37.57231","126.908821"
"49","서대문구 북가좌2동 424-41 증가교회 주변","57.33","37.576127","126.911955"
"52","서대문구 남가좌1동 256-4 김밥 왕우동 주변","34.75","37.57278","126.913415"
"53","서대문구 남가좌동 241-74 장터종합분식 주변","154.94","37.57516","126.915932"
"54","서대문구 남가좌동 381-2-3 동부센트레빌 본죽가재울뉴타운 주변","80.74","37.574968","126.916076"
"58","서대문구 충정로3가 251-1 사무용품문구잡화 주변","127.09","37.561284","126.963689"
"59","서대문구 충정로3가 63-1 삼창빌딩(주)한국인삼공사 주변","65.89","37.560495","126.962825"
"60","서대문구 북아현동 126-44 이태리침대 주변","119.69","37.557304","126.957217"
"64","서대문구 대신동 113 이대부속 고등학교 주변","166.96","37.565368","126.946202"
"65","서대문구 대신동 124-2 금란슈퍼 주변","156.96","37.566515","126.94658"
"67","서대문구 신촌동 134 연세대학교 주변","276.26","37.560159","126.936796"
"68","서대문구 창천동 97-64 경선파인 오피스텔 주차장 주변","72.88","37.561585","126.932251"
"69","서대문구 창천동 97-121 연세대학교 후문 주변","69.14","37.561701","126.932301"
"70","서대문구 연희동 220-52 진연빌라 주변","15.64","37.566236","126.925495"
"71","서대문구 연희동 421-33 동산빌딩-패밀리마트 주변","100.95","37.566227","126.926447"
"72","서대문구 연희동 245-1 신흥아 3차빌라 주변","5.58","37.566967","126.919314"
"73","서대문구 연희동 446-303 병천순대국밥 주변","18.01","37.567236","126.919463"
"75","서대문구 대현동 131-11 스무디킹 주변","302.95","37.559007","126.94352"
"76","서대문구 창천동 47 연대 정문기준 좌측횡단보도 건너편 주변","183.81","37.559799","126.937187"
"77","서대문구 신촌동 134 세브란스병원 주변","398.53","37.560148","126.937506"
"78","서대문구 대신동 47 이대부속중학교 주변","244.76","37.563885","126.944784"
"79","서대문구 홍은동 354 금호빌리지(명지대교회 인근) 주변","239.11","37.582517","126.92481"
"202","서대문구 창천동 57-25 러프 주변","94.82","37.556521","126.935707"
"203","서대문구 창천동 62-10 만물상회 주변","63.34","37.556886","126.935263"
"204","서대문구 창천동 62-11 컬트 노래방 주변","172.92","37.556339","126.934893"
"205","서대문구 창천동 62-3 파파 주변","267.98","37.556544","126.935573"
"208","서대문구 창천동 18-36 한일쌀농산 주변","183.96","37.555653","126.937678"
"209","서대문구 대현동 110-1 예가닭갈비 주변","338.84","37.55895","126.942356"
"210","서대문구 대현동 110-74 홍세암 주변","22.36","37.558732","126.941608"
"211","서대문구 대현동 104-20 GS25TL 주변","82.42","37.558264","126.942201"
"212","서대문구 대현동 27-27 커피빈입구 주변","188.62","37.558397","126.942969"
"213","서대문구 창천동 13-21 민속주점 천태만상 주변","116.26","37.557442","126.93804"
"214","서대문구 창천동 13-71 13-71번지 주변","21.84","37.557106","126.938523"
"215","서대문구 대현동 104-25 토탈카세차장 주변","44.54","37.557372","126.94166"
"216","서대문구 대현동 104-5 국민은행 이대입구지점 주변","163.1","37.557449","126.942864"
"217","서대문구 대현동 101-4 돼지촌 주변","106.72","37.557511","126.943111"
"218","서대문구 대현동 56-26 아메리카노스 커피점 건너편 주변","138.25","37.557941","126.944947"
"219","서대문구 대현동 54-16 올리브영 주변","592.12","37.557427","126.945541"
"220","서대문구 대현동 53-30 53-30번지 주변","36.41","37.557708","126.94668"
"221","서대문구 창천동 29-18 판자집 주변","105.86","37.556188","126.93843"
"222","서대문구 창천동 20-46 풀하우스 모텔 주변","21.63","37.555043","126.93805"
"223","서대문구 창천동 20-38 어젠호텔 주변","70.09","37.556119","126.939538"
"224","서대문구 창천동 20-99 종로김밥 주변","91.26","37.556523","126.939689"
"225","서대문구 창천동 20-108 힐스모텔 주변","54.23","37.556697","126.940306"
"226","서대문구 창천동 20-21 SK브로드밴드 건물 우측 주변","23.01","37.556414","126.940783"
"227","서대문구 대현동 104-48 은하빌딩 주변","36.26","37.556601","126.941605"
"228","서대문구 대현동 104-41 굿타임모텔 주변","33.65","37.557095","126.942462"
"229","서대문구 대현동 104-36 (구미라지호텔)횡단보도 주변","180.92","37.556805","126.942205"
"230","서대문구 대현동 90-85 더풋샵 주변","69.33","37.556699","126.943589"
"231","서대문구 대현동 90-42 에스메랄다 헤어샵 주변","93.99","37.55761","126.944441"
"232","서대문구 대현동 40-25 오랑헤어샵 건너편 주변","116.84","37.557515","126.944283"
"233","서대문구 대현동 67-85 서부교육청 주변","63.62","37.557357","126.946766"
"234","서대문구 대현동 67-15 GS25시 주변","204.97","37.557078","126.9479"
"235","서대문구 창천동 13-20 벽 제 갈 비 주변","593.53","37.557851","126.93777"
"236","서대문구 창천동 30-33 현대백화점 주변","362.15","37.5564","126.935261"
"237","서대문구 신촌동 74-12 애니콜 주변","331.75","37.559151","126.942306"
"238","서대문구 대현동 104-5 원당감자탕 주변","169.3","37.557426","126.9427"
"239","서대문구 대현동 101-17 농협중앙회 주변","197.73","37.556698","126.942694"
"401","서대문구 남가좌1동 288-6 신창상회 주변","50.55","37.5604271","126.9752834"
"402","서대문구 남가좌1동 269-9 영광 떳다 소금구이 주변","32.06","37.5705227","126.895808"
"403","서대문구 남가좌1동 289-33 태평선식(재래시장 안에 있음) 주변","210.03","37.5704714","126.8976811"
"404","서대문구 남가좌1동 288-6 재래시장 상호없음 주변","248.81","37.5711865","126.8974454"
"405","서대문구 남가좌1동 152-35 피쉬 앤 그릴 주변","115.98","37.5694378","126.9136602"
"406","서대문구 남가좌1동 105-1 창덕 에버빌 주변","38.71","37.5697462","126.9159219"
"407","서대문구 남가좌1동 102-14 소문난 숯불갈비 주변","105.68","37.5692392","126.8987087"
"408","서대문구 남가좌1동 105-1 오성 불가마 사우나 주변","80.25","37.5695056","126.9150591"
"409","서대문구 북아현동 129-38 신세계 부동산(부동산 J테크) 주변","163.13","37.5595285","126.955012"
"410","서대문구 북아현동 220-5 나비상회 주변","107.85","37.5576458","126.9505739"
"411","서대문구 북아현동 154-31 동남 노래방 주변","152.98","37.5569751","126.9527429"
"412","서대문구 북아현동 154-2 굿모닝 24시 마트 주변","143.22","37.5576188","126.9530001"
"413","서대문구 북아현동 135-9 유니온 베이(옷가게) 주변","293.87","37.5577706","126.9545784"
"414","서대문구 북아현동 134-28 오로지 감자탕 뼈 뚝배기 주변","183.71","37.5572859","126.9557372"
"415","서대문구 북아현동 996 아현 당구장 주변","86.04","37.5554035","126.9563903"
"435","서대문구 북아현동 142-2 우리 공인 중개사 주변","149.69","37.5597327","126.9527618"
"436","서대문구 북아현동 136-2 T World 주변","244.85","37.5577299","126.9539167"
"437","서대문구 북아현동 137-1 대성공인중개사 주변","259.02","37.5585018","126.9387271"
"801","서대문구 북가좌동 392-2 해가든 아파트 주변","45.49","37.5761436","126.9012815"
"807","서대문구 대신동 52-9 연대근처 일반주택 주변","71.2","37.5761436","126.9256744"
"809","서대문구 대신동 22 이화 신세계관 주변","122.85","37.561652","126.940191"
"810","서대문구 충정로2가 36 마당집(녹두빈대떡) 주변","128.74","37.5654866","126.9475244"
"813","서대문구 충정로2가 184-13 가나 고시원 주변","116.35","37.5642817","126.9463696"
"814","서대문구 충정로2가 180-5 COCO 모텔 주변","59.26","37.5642571","126.9623324"
"815","서대문구 충정로3가 189-4 신한 빌딩 주변","87.27","37.5632004","126.9461661"
"817","서대문구 충정로3가 222 피어리스 빌딩 우리은행 주변","128.77","37.5629288","126.9475541"
"818","서대문구 충정로3가 117 은행 나무(음식점) 주변","46.63","37.5615686","126.9451281"
"819","서대문구 합동 119 충정로 SK 뷰 아파트 주변","21.93","37.5620074","126.9637212"
"820","서대문구 충정로3가 72-6 (주)한우리 열린교육 후문 주변","53.8","37.5596017","126.9534281"
"821","서대문구 충정로3가 33-5 일반 빌라 주변","18.47","37.56054","126.9610363"
"822","서대문구 충정로3가 250-22 진우슈퍼 주변","109.63","37.5611801","126.9463457"
"823","서대문구 충정로3가 360-25 서울 문화사 자동차 정비 센터 앞 주변","85.31","37.5605748","126.9634703"
"824","서대문구 충정로3가 345 멍텅구리(고기집) 주변","117.33","37.5606954","126.9621219"
"833","서대문구 충정로2가 157 사조회 참치 주변","67.42","37.564707","126.9657769"
"834","서대문구 미근동 157 사조빌딩 건너편 일품식당 주변","39.39","37.5641639","126.966922"
"835","서대문구 미근동 21-1 kt&g 뒷길 팬스 주변","21.6","37.5638174","126.9657847"
"836","서대문구 미근동 205-117 CAFFE JASS 주변","66.04","37.5626284","126.9677826"
"837","서대문구 북가좌동 385-32 새마을금고 북가좌 제1분소 앞 주변","51.96","37.5749368","126.9045797"
"840","서대문구 충정로2가 99-12 원당 감자탕 주변","98.19","37.5644488","126.964414"
"841","서대문구 충정로3가 63-1 삼창빌딩 주변","66.17","37.5605681","126.9625175"
"1100","서대문구 북가좌동 317-3 북가좌동 가좌슈퍼 주변","58.07","37.5796342","126.9067553"
"1102","서대문구 북가좌동 345-26 북가좌동 해담는 다리 주변","100.8","37.5820091","126.9084305"
"1105","서대문구 남가좌동 124-329 아트라스배터리 을지카센타 주변","24.63","37.5700431","126.9177425"
"1110","서대문구 남가좌동 197-13 오성문구서점 주변","53.59","37.5736071","126.9187405"
"1111","서대문구 남가좌동 79-166 무인 자동 공중 화장실 주변","39.08","37.5731401","126.9227315"
"1112","서대문구 연희동 523-32 연서어린이공원 주변","21.63","37.5718331","126.9223325"
"1113","서대문구 홍은2동 275-23 홍은2동 우편취급소 주변","11.81","37.5798271","126.9340895"
"1114","서대문구 홍은동 277-165 미도빌딩 건물 입구 주변","20.89","37.5797561","126.9331365"
"1115","서대문구 북가좌동 369-13 우진비앤디코리아(주) 주변","30","37.5851941","126.9118395"
"1116","서대문구 북가좌동 329-4 북가좌동 기아 모터스 주변","168.07","37.5830891","126.910949"
"1120","서대문구 창천동 31-2 건강약국 주변","916.97","37.5591241","126.9365785"
"1121","서대문구 연희동 711-1 만물 황물 철물점 주변","21.99","37.5758391","126.9277845"
"1122","서대문구 연희동 711-3 토크쇼 맞은편 나무로 만든 쉼터 주변","10.74","37.5759571","126.9280325"
"1123","서대문구 연희동 196-23 행복하우스 주변","9.97","37.5732681","126.927754"
"1124","서대문구 연희동 81-10 서대문 소방서 119 구조대 주변","29.75","37.5731393","126.9353721"
"1125","서대문구 홍은2동 415-99 느티나무 오리고기 전문점 건너편 주변","29.91","37.5772381","126.9279885"
"1126","서대문구 창천동 2-23 활어회 전문 형제수산 주변","232.85","37.5588741","126.9383425"
"1127","서대문구 창천동 5-29 부대찌개&김치찜 구쁘 주변","377.76","37.5587611","126.9387565"
"1128","서대문구 대현동 104-2 melanger tokyo 옷가게 주변","176.63","37.5576881","126.9420495"
"1130","서대문구 대현동 145 예스apm 공원 주변","470.34","37.5575272","126.9427309"
"1131","서대문구 대현동 34-34 앤제리너스 커피숍 주변","290.19","37.5592665","126.9437186"
"1132","서대문구 대현동 37-1 w-store 주변","327.3","37.5589711","126.9437395"
"3001","서대문구 남가좌2동 224-69 224-69번지 주변","11.99","37.5780321","126.9175715"
"3002","서대문구 남가좌2동 224-184 224-184 주택 주변","27.79","37.5787441","126.9171135"
"3003","서대문구 남가좌2동 224-291 명지빌라 뒤 주변","37.39","37.5784581","126.9178345"
"3004","서대문구 남가좌2동 224-68 224-68 주택 주변","24.88","37.5781151","126.9176505"
"3005","서대문구 남가좌2동 367-16 367-16 주택 주변","3.77","37.5777481","126.9183505"
"3006","서대문구 남가좌2동 353-19 353-19 주택 주변","4.39","37.5779571","126.9185195"
"3007","서대문구 남가좌2동 224-291 명지빌라 우측 주변","7.12","37.5784541","126.9178375"
"3008","서대문구 남가좌2동 367-5 367-5 주택 주변","13.25","37.5774161","126.9191435"
"3009","서대문구 남가좌2동 224-53 224-53 주택 주변","13.59","37.5771911","126.9189765"
"3010","서대문구 남가좌2동 369-31 잉크전문점 주변","29.79","37.5783751","126.9188065"
"3011","서대문구 남가좌2동 370-38 대아빌라 주변","27.67","37.5780411","126.9193755"
"3012","서대문구 남가좌2동 354-58 홍어무침식당 주변","36.72","37.5778679","126.9030062"
"3013","서대문구 남가좌2동 352-15 352-15 주택 주변","7.09","37.5772541","126.9195565"
"3014","서대문구 남가좌2동 351-3 책방 주변","64.66","37.5771441","126.9202335"
"3015","서대문구 남가좌2동 350-4 350-4번지 주택 주변","19.82","37.5772116","126.9208095"
"3016","서대문구 남가좌2동 350-7 홍어식당 주변","43.19","37.5773051","126.9211105"
"3017","서대문구 남가좌2동 347-13 일식당 주변","40.46","37.5771931","126.9218255"
"3018","서대문구 남가좌2동 347-22 미용실 주변","84.08","37.5770261","126.9221415"
"3019","서대문구 남가좌동 341-12번지 주택 주변","16.96","37.5776601","126.9229895"
"3020","서대문구 남가좌동 344-17 원점호프 주변","50.83","37.5781251","126.9223325"
"3021","서대문구 남가좌동 344-01 알파문구명지대점 주변","148.22","37.5769985","126.9008718"
"3022","서대문구 남가좌동 370-16번지 주택 주변","17.98","37.5782561","126.920016"
"3023","서대문구 남가좌동 369-10번지 주택 주변","6.75","37.5787941","126.919018"
"3024","서대문구 남가좌동 360-36 남가좌동 360-36번지 주변","12.58","37.5788841","126.9202935"
"3025","서대문구 남가좌동 355-3 피기치킨뱅이 주변","95.4","37.5790021","126.9215635"
"3026","서대문구 남가좌2동 344-32 BYC옷가게 주변","129.91","37.5776731","126.9216675"
"3027","서대문구 남가좌동 344-10 남가좌동 344-10번지 주택 주변","13.41","37.5779601","126.9218755"
"3028","서대문구 남가좌동 369-14 건원빌라 2차 주변","30.25","37.5788531","126.9192155"
"3029","서대문구 남가좌동 341-9 김가네명지대점 주변","149.51","37.5777491","126.9227175"
"3030","서대문구 남가좌동 354-30 남가좌동 354-30번지 주택 주변","15.89","37.5786261","126.9208465"
"3300","서대문구 남가좌2동 368-1 연희중학교 주변","73.01","37.5790351","126.9183725"
"3301","서대문구 남가좌2동 353-17 학생복상점 주변","25.92","37.5781061","126.9185115"
"3302","서대문구 남가좌2동 353-5 주신씽크공장 주변","31.81","37.5776621","126.9194545"
"3303","서대문구 남가좌2동 352-2 오디오카용품점 주변","37.58","37.5775951","126.9197565"
"3304","서대문구 남가좌2동 349-1 신토오리식당 주변","123.34","37.5773391","126.9213601"
